Effective date ,S&P BSE India Government Bond Index (Base value),S&P BSE India Government Bond Index (Real Value),S&P BSE SENSEX (TR) (Base value),S&P BSE SENSEX (TR) (Real Value),S&P BSE 100 (TR) (Base value),S&P BSE 100 (TR) (Real Value),S&P BSE Bharat 22 Index TR (Base value),S&P BSE Bharat 22 Index TR (Real Value),S&P BSE SENSEX 50 TR (Base value),S&P BSE SENSEX 50 TR (Real Value)
10/28/2016,183.31,138.527367,198.86,31161.978466,208.91,9907.326949,204.17,3711.279758,208.59,9898.555014
10/30/2016,,0,198.78,31149.442218,208.98,9910.646622,,0,,0
10/31/2016,183.49,138.663393,,0,,0,,0,,0
11/01/2016,183.46,138.640722,198.45,31097.730195,208.83,9903.533037,204.29,3713.461046,208.31,9885.267726
11/02/2016,183.41,138.602937,195.96,30707.539476,205.97,9767.900683,201.3,3659.11062,205.66,9759.513036
11/03/2016,183.3,138.51981,195.33,30608.816523,204.99,9721.425261,199.73,3630.572102,204.89,9722.972994
11/04/2016,183.24,138.474468,194.22,30434.876082,203.39,9645.547021,198.88,3615.121312,203.58,9660.807468
11/07/2016,183.28,138.504696,195.54,30641.724174,205.03,9723.322217,201.34,3659.837716,205.07,9731.514822
11/08/2016,183.24,138.474468,196.48,30789.025088,206.01,9769.797639,202.18,3675.106732,206.09,9779.918514
11/09/2016,184.44,139.381308,194.07,30411.370617,203.13,9633.216807,201.76,3667.472224,203.44,9654.163824
11/10/2016,184.8,139.65336,195.96,30707.539476,205.78,9758.890142,207.8,3777.26372,205.5,9751.9203
11/11/2016,184.68,139.562676,190.98,29927.158038,199.95,9482.408805,202.67,3684.013658,200.04,9492.818184
11/14/2016,184.37,139.328409,,0,,0,,0,,0
11/15/2016,185.32,140.046324,187.32,29353.624692,194.8,9238.17572,199.82,3632.208068,195.3,9267.88338
11/16/2016,186.82,141.179874,187.28,29347.356568,194.93,9244.340827,198.61,3610.213414,195.21,9263.612466
11/17/2016,186.78,141.149646,186.77,29267.437987,194.51,9224.422789,199.97,3634.934678,194.69,9238.936074
11/18/2016,186.76,141.134532,186.22,29181.251282,194.37,9217.783443,200.65,3647.29531,194.4,9225.17424
11/21/2016,187.77,141.897789,183.48,28751.884788,190.59,9038.521101,195.53,3554.227022,191.05,9066.20133
11/22/2016,188.17,142.200069,184.87,28969.702097,192.48,9128.152272,196.45,3570.95023,192.77,9147.823242
11/23/2016,189.04,142.857528,185.52,29071.559112,193.47,9175.101933,197.9,3597.30746,193.43,9179.143278
11/24/2016,189.58,143.265606,184.15,28856.875865,192.21,9115.347819,197.32,3586.764568,191.99,9110.808654
11/25/2016,189.94,143.537658,187.4,29366.16094,195.59,9275.640601,200.35,3641.84209,195.38,9271.679748
11/28/2016,189.36,143.099352,187.64,29403.769684,196.08,9298.878312,201.76,3667.472224,195.72,9287.814312
11/29/2016,189.08,142.887756,187.95,29452.347645,196.51,9319.270589,201.35,3660.01949,196.2,9310.59252
11/30/2016,189.73,143.378961,189.8,29742.24838,198.6,9418.38654,203.46,3698.373804,198.31,9410.721726
12/01/2016,189.93,143.530101,189.14,29638.824334,197.58,9370.014162,202.15,3674.56141,197.48,9371.334408
12/02/2016,189.67,143.333619,186.79,29270.572049,195.03,9249.083217,199.57,3627.663718,195,9253.647
12/05/2016,189.99,143.575443,187.63,29402.202653,196.17,9303.146463,200.8,3650.02192,195.97,9299.677962
12/06/2016,190.08,143.643456,187.95,29452.347645,196.58,9322.590262,201.95,3670.92593,196.26,9313.439796
12/07/2016,190.18,143.719026,186.84,29278.407204,195.69,9280.382991,202.07,3673.107218,195.33,9269.307018
12/08/2016,188.11,142.154727,190.09,29787.692279,199.07,9440.675773,204.38,3715.097012,198.62,9425.432652
12/09/2016,187.82,141.935574,190.47,29847.239457,199.37,9454.902943,205.15,3729.09361,198.86,9436.821756
12/12/2016,188.04,142.101828,188.82,29588.679342,197.16,9350.096124,204.15,3710.91621,196.68,9333.370728
12/13/2016,187.96,142.041372,190.12,29792.393372,198.02,9390.880678,204.87,3724.003938,197.81,9386.994426
12/14/2016,188.08,142.132056,189.44,29685.835264,197.03,9343.931017,202.74,3685.286076,196.96,9346.658016
12/15/2016,187.31,141.550167,188.84,29591.813404,196.48,9317.847872,202.09,3673.470766,196.25,9312.96525
12/16/2016,187.18,141.451926,188.63,29558.905753,196.01,9295.558639,200.97,3653.112078,195.93,9297.779778
12/19/2016,186.66,141.058962,187.82,29431.976242,195.23,9258.567997,200.6,3646.38644,195.15,9260.76519
12/20/2016,186.68,141.074076,187.34,29356.758754,194.42,9220.154638,200.09,3637.115966,194.55,9232.29243
12/21/2016,186.85,141.202545,186.87,29283.108297,194.1,9204.97899,200.25,3640.02435,194.14,9212.836044
12/22/2016,186.68,141.074076,185,28990.0735,191.95,9103.017605,197.21,3584.765054,192.22,9121.723212
12/23/2016,186.41,140.870037,185.44,29059.022864,191.91,9101.120649,197.13,3583.310862,192.55,9137.38323
12/26/2016,185.96,140.529972,183.77,28797.328687,189.57,8990.148723,194.31,3532.050594,190.69,9049.117674
12/27/2016,185.72,140.348604,186.67,29251.767677,192.61,9134.317379,197.99,3598.943426,193.65,9189.58329
12/28/2016,185.62,140.273034,186.65,29248.633615,192.84,9145.224876,198.53,3608.759222,193.82,9197.650572
12/29/2016,185.93,140.507301,187.76,29422.574056,194.48,9223.000072,200.22,3639.479028,195.38,9271.679748
12/30/2016,186.28,140.771796,189.61,29712.474791,196.43,9315.476677,202.22,3675.833828,197.32,9363.741672
01/02/2017,,0,189.39,29678.000109,196.71,9328.755369,202.54,3681.650596,197.4,9367.53804
01/03/2017,187.99,142.064043,189.73,29731.279163,197.28,9355.786992,205.28,3731.456672,197.98,9395.061708
01/04/2017,187.74,141.875118,189.66,29720.309946,197.09,9346.776451,205,3726.367,197.8,9386.51988
01/05/2017,188.05,142.109385,191.4,29992.97334,199.24,9448.737836,207.67,3774.900658,199.76,9479.530896
01/06/2017,187.87,141.973359,190.56,29861.342736,198.58,9417.438062,206.47,3753.087778,198.98,9442.516308
01/09/2017,187.74,141.875118,190.32,29823.733992,198.47,9412.221433,205.8,3740.90892,198.87,9437.296302
01/10/2017,187.9,141.99603,191.55,30016.478805,199.73,9471.975547,207.33,3768.720342,200.1,9495.66546
01/11/2017,187.82,141.935574,193.27,30286.008137,202.09,9583.895951,210.34,3823.434316,202.21,9595.794666
01/12/2017,187.94,142.026258,194.03,30405.102493,202.67,9611.401813,212.76,3867.423624,202.87,9627.114702
01/13/2017,187.9,141.99603,193.97,30395.700307,202.6,9608.08214,213.53,3881.420222,202.82,9624.741972
01/16/2017,187.67,141.822219,194.32,30450.546392,203.18,9635.588002,213.98,3889.600052,203.25,9645.14745
01/17/2017,187.83,141.943131,193.95,30392.566245,202.89,9621.835071,214.15,3892.69021,202.91,9629.012886
01/18/2017,187.71,141.852447,194.1,30416.07171,203.51,9651.237889,214.33,3895.962142,203.31,9647.994726
01/19/2017,187.42,141.633294,194.47,30474.051857,203.93,9671.155927,215.74,3921.592276,203.73,9667.925658
01/20/2017,187.54,141.723978,192.52,30168.480812,201.73,9566.823347,211.63,3846.883162,201.74,9573.491004
01/23/2017,187.95,142.033815,193.13,30264.069703,202.92,9623.257788,213.34,3877.966516,202.7,9619.04742
01/24/2017,187.86,141.965802,194.97,30552.403407,204.96,9720.002544,215.81,3922.864694,204.66,9712.058436
01/25/2017,187.89,141.988473,197.34,30923.789754,207.83,9856.109137,219.44,3988.848656,207.62,9852.524052
01/26/2017,187.88,141.980916,,0,,0,,0,,0
01/27/2017,187.7,141.84489,198.58,31118.101598,208.94,9908.749666,220.62,4010.297988,208.6,9899.02956
01/30/2017,187.96,142.041372,198.35,31082.059885,208.87,9905.429993,219.58,3991.393492,208.27,9883.369542
01/31/2017,187.91,142.003587,196.97,30865.809607,206.88,9811.056432,217.54,3954.311596,206.38,9793.680348
02/01/2017,187.9,141.99603,200.43,31408.002333,210.83,9998.380837,222.15,4038.10941,210.12,9971.160552
02/02/2017,188.16,142.192512,201.07,31508.292317,211.52,10031.103328,222.92,4052.106008,210.7,9998.68422
02/03/2017,188.14,142.177398,201.17,31523.962627,211.76,10042.485064,223.48,4062.285352,210.83,10004.853318
02/06/2017,188.18,142.207626,202.59,31746.481029,213.21,10111.249719,224.52,4081.189848,212.38,10078.407948
02/07/2017,188.04,142.101828,201.89,31636.788859,212.52,10078.527228,224.27,4076.645498,211.72,10047.087912
02/08/2017,188.15,142.184955,201.57,31586.643867,212.77,10090.383203,224.56,4081.916944,211.74,10048.037004
02/09/2017,185.85,140.446845,201.86,31632.087766,213.15,10108.404285,223.99,4071.555826,212.14,10067.018844
02/10/2017,184.68,139.562676,201.89,31636.788859,213.21,10111.249719,222.92,4052.106008,212.29,10074.137034
02/13/2017,184.74,139.608018,202.01,31655.593231,213.41,10120.734499,222.02,4035.746348,212.7,10093.59342
02/14/2017,184.37,139.328409,201.92,31641.489952,213.01,10101.764939,221.56,4027.384744,212.48,10083.153408
02/15/2017,184.34,139.305738,200.66,31444.044046,211,10006.4429,220.52,4008.480248,210.84,10005.327864
02/16/2017,184.61,139.509777,201.72,31610.149332,212.78,10090.857442,220.52,4008.480248,212.22,10070.815212
02/17/2017,184.61,139.509777,202.91,31796.626021,213.97,10147.291883,220.71,4011.933954,213.47,10130.133462
02/20/2017,184.83,139.676031,204.29,32012.876299,215.45,10217.479255,221.96,4034.655704,214.8,10193.24808
02/21/2017,184.48,139.411536,205,32124.1355,216.43,10263.954677,223.4,4060.83116,215.73,10237.380858
02/22/2017,184.44,139.381308,205.74,32240.095794,216.58,10271.068262,222.86,4051.015364,216.15,10257.31179
02/23/2017,184.42,139.366194,205.94,32271.436414,216.68,10275.810652,222.82,4050.288268,216.25,10262.05725
02/24/2017,184.45,139.388865,,0,,0,,0,,0
02/27/2017,184.75,139.615575,205.37,32182.115647,215.8,10234.07762,220.85,4014.47879,215.39,10221.246294
02/28/2017,184.72,139.592904,204.87,32103.764097,215.61,10225.067079,220.02,3999.391548,214.91,10198.468086
03/01/2017,184.47,139.403979,206.59,32373.293429,217.1,10295.72869,220.98,4016.841852,216.45,10271.54817
03/02/2017,184.79,139.645803,205.56,32211.889236,215.43,10216.530777,218.84,3977.942216,215.09,10207.009914
03/03/2017,184.92,139.744044,205.51,32204.054081,215.6,10224.59284,219.31,3986.485594,215.1,10207.48446
03/06/2017,184.6,139.50222,207.04,32443.809824,217.09,10295.254451,221.62,4028.475388,216.64,10280.564544
03/07/2017,184.65,139.540005,206.7,32390.53077,216.76,10279.604564,221.35,4023.56749,216.41,10269.649986
03/08/2017,184.45,139.388865,206,32280.8386,216.03,10244.985117,219.75,3994.48365,215.9,10245.44814
03/09/2017,184.53,139.449321,206.23,32316.880313,216.09,10247.830551,219.85,3996.30139,216.04,10252.091784
03/10/2017,184.21,139.207497,206.35,32335.684685,216.1,10248.30479,219.5,3989.9393,216.18,10258.735428
03/13/2017,183.93,138.995901,,0,,0,,0,,0
03/14/2017,184.13,139.147041,210.07,32918.620217,219.93,10429.938327,222.65,4047.19811,220.12,10445.706552
03/15/2017,184.36,139.320852,209.76,32870.042256,220.16,10440.845824,222.68,4047.743432,219.94,10437.164724
03/16/2017,184.96,139.774272,211.15,33087.859565,222.13,10534.270907,225.07,4091.187418,221.66,10518.786636
03/17/2017,184.45,139.388865,211.6,33158.37596,222.33,10543.755687,225.15,4092.64161,221.99,10534.446654
03/20/2017,185,139.8045,210.67,33012.642077,221.82,10519.569498,224.79,4086.097746,221.38,10505.499348
03/21/2017,184.93,139.751601,210.43,32975.033333,221.4,10499.65146,224.85,4087.18839,221.15,10494.58479
03/22/2017,185.41,140.114337,208.17,32620.884327,219.15,10392.947685,222.23,4039.563602,218.97,10391.133762
03/23/2017,185.65,140.295705,209.34,32804.226954,220.66,10464.557774,223.87,4069.374538,220.39,10458.519294
03/24/2017,185.65,140.295705,209.98,32904.516938,221.26,10493.012114,225.63,4101.366762,220.9,10482.72114
03/27/2017,186.57,140.990949,208.67,32699.235877,220.01,10433.732239,225.32,4095.731768,219.66,10423.877436
03/28/2017,186.83,141.187431,209.9,32891.98069,221.35,10497.280265,225.85,4105.36579,220.87,10481.297502
03/29/2017,186.89,141.232773,210.77,33028.312387,222.16,10535.693624,226.48,4116.817552,221.65,10518.31209
03/30/2017,186.93,141.263001,211.6,33158.37596,222.99,10575.055461,226.42,4115.726908,222.64,10565.292144
03/31/2017,186.96,141.285672,211.41,33128.602371,223.13,10581.694807,227.99,4144.265426,222.64,10565.292144
04/03/2017,187.17,141.444369,213.48,33452.977788,224.64,10653.304896,230.17,4183.892158,224.24,10641.219504
04/04/2017,186.88,141.225216,,0,,0,,0,,0
04/05/2017,186.79,141.157203,213.93,33523.494183,225.56,10696.934884,231.63,4210.431162,224.94,10674.437724
04/06/2017,186.59,141.006063,213.6,33471.78216,225.55,10696.460645,231.11,4200.978914,224.87,10671.115902
04/07/2017,185.72,140.348604,212.02,33224.191262,224.09,10627.221751,230.84,4196.071016,223.43,10602.781278
04/10/2017,185.6,140.25792,211.09,33078.457379,223.96,10621.056644,231.91,4215.520834,223.02,10583.324892
04/11/2017,185.98,140.545086,212.61,33316.646091,225.41,10689.821299,235.85,4287.13979,224.39,10648.337694
04/12/2017,186.14,140.665998,211.57,33153.674867,224.66,10654.253374,234.33,4259.510142,223.61,10611.323106
04/13/2017,186.75,141.126975,210.27,32949.960837,223.29,10589.282631,234.15,4256.23821,222.35,10551.53031
04/14/2017,186.57,140.990949,,0,,0,,0,,0
04/17/2017,186.43,140.885151,209.93,32896.681783,222.99,10575.055461,233.32,4241.150968,222.04,10536.819384
04/18/2017,186.58,140.998506,209.26,32791.690706,221.93,10524.786127,233.16,4238.242584,221.15,10494.58479
04/19/2017,186.76,141.134532,209.38,32810.495078,222.21,10538.064819,233.48,4244.059352,221.18,10496.008428
04/20/2017,186.75,141.126975,210,32907.651,223.08,10579.323612,233.35,4241.69629,221.99,10534.446654
04/21/2017,186.12,140.650884,209.59,32843.402729,222.73,10562.725247,232.37,4223.882438,221.52,10512.142992
04/24/2017,186.48,140.922936,211.66,33167.778146,225.02,10671.325978,234.83,4268.598842,223.74,10617.492204
04/25/2017,186.8,141.16476,213.71,33489.019501,227.38,10783.246382,237.38,4314.951212,226.1,10729.48506
04/26/2017,186.57,140.990949,215.07,33702.135717,228.24,10824.030936,238.11,4328.220714,227.07,10775.516022
04/27/2017,186.55,140.975835,214.33,33586.175423,227.93,10809.329527,237.31,4313.678794,226.81,10763.177826
04/28/2017,186.71,141.096747,213.54,33462.379974,227.37,10782.772143,237.7,4320.76798,225.79,10714.774134
05/01/2017,186.66,141.058962,,0,,0,,0,,0
05/02/2017,186.57,140.990949,213.56,33465.514036,227.87,10806.484093,237.89,4324.221686,226.18,10733.281428
05/03/2017,186.74,141.119418,213.37,33435.740447,227.69,10797.947791,237.49,4316.950726,226.09,10729.010514
05/04/2017,186.7,141.08919,215.02,33694.300562,228.91,10855.804949,239.41,4351.851334,227.39,10790.701494
05/05/2017,186.87,141.217659,213.11,33394.997641,226.88,10759.534432,236.13,4292.229462,225.6,10705.75776
05/08/2017,186.97,141.293229,213.59,33470.215129,227.68,10797.473552,236.09,4291.502366,226.3,10738.97598
05/09/2017,186.92,141.255444,213.64,33478.050284,228.02,10813.597678,237.32,4313.860568,226.46,10746.568716
05/10/2017,186.94,141.270558,215.89,33830.632259,230.37,10925.043843,238.35,4332.58329,228.79,10857.137934
05/11/2017,187.04,141.346128,215.91,33833.766321,230.66,10938.796774,236.94,4306.953156,229.09,10871.374314
05/12/2017,187.09,141.383913,215.46,33763.249926,229.88,10901.806132,235.69,4284.231406,228.43,10840.054278
05/15/2017,187.82,141.935574,216.42,33913.684902,230.94,10952.075466,237.09,4309.679766,229.42,10887.034332
05/16/2017,187.77,141.897789,218.28,34205.152668,232.42,11022.262838,239.08,4345.852792,231.09,10966.283514
05/17/2017,187.73,141.867561,218.82,34289.772342,232.57,11029.376423,238.77,4340.217798,231.33,10977.672618
05/18/2017,187.77,141.897789,217.22,34039.047382,229.71,10893.744069,235.22,4275.688028,229.02,10868.052492
05/19/2017,187.73,141.867561,217.44,34073.522064,229.52,10884.733528,236.43,4297.682682,228.97,10865.679762
05/22/2017,188.33,142.320981,218.19,34191.049389,229.53,10885.207767,236.82,4304.771868,229.34,10883.237964
05/23/2017,188.6,142.52502,216.73,33962.262863,227.83,10804.587137,234.37,4260.237238,227.95,10817.27607
05/24/2017,188.57,142.502349,216.27,33890.179437,226.89,10760.008671,231.87,4214.793738,227.53,10797.345138
05/25/2017,188.77,142.653489,219.47,34391.629357,230.29,10921.249931,235.74,4285.140276,230.96,10960.114416
05/26/2017,189.12,142.917984,221.52,34712.870712,232.96,11047.871744,238.63,4337.672962,233.21,11066.887266
05/29/2017,189.02,142.842414,222.1,34803.75851,232.69,11035.067291,238.76,4340.036024,233.37,11074.480002
05/30/2017,189.11,142.910427,222.46,34860.171626,233.31,11064.470109,238.2,4329.85668,233.8,11094.88548
05/31/2017,189.17,142.955769,222.36,34844.501316,233.58,11077.274562,238.96,4343.671504,234,11104.3764
06/01/2017,189.52,143.220264,222.53,34871.140843,233.69,11082.491191,238.63,4337.672962,234.07,11107.698222
06/02/2017,189.82,143.446974,223.5,35023.14285,234.75,11132.760525,238.79,4340.581346,235.21,11161.796466
06/05/2017,189.97,143.560329,224.08,35114.030648,235.64,11174.967796,239.65,4356.21391,236.16,11206.878336
06/06/2017,190.07,143.635899,223.22,34979.265982,234.51,11121.378789,236.94,4306.953156,235.22,11162.271012
06/07/2017,190.36,143.855052,223.8,35070.15378,235.26,11156.946714,238.16,4329.129584,235.76,11187.896496
06/08/2017,191.88,145.003716,223.39,35005.905509,234.98,11143.668022,237.12,4310.225088,235.37,11169.389202
06/09/2017,192.1,145.16997,223.74,35060.751594,235.43,11165.008777,236.1,4291.68414,235.71,11185.523766
06/12/2017,192.13,145.192641,222.55,34874.274905,234.25,11109.048575,234.08,4254.965792,234.46,11126.205516
06/13/2017,192.55,145.510035,222.72,34900.914432,234.25,11109.048575,234.3,4258.96482,234.46,11126.205516
06/14/2017,192.63,145.570491,223.09,34958.894579,234.42,11117.110638,234.35,4259.87369,234.68,11136.645528
06/15/2017,192.75,145.661175,222.54,34872.707874,233.72,11083.913908,233.05,4236.24307,233.97,11102.952762
06/16/2017,192.54,145.502478,222.4,34850.76944,233.88,11091.501732,233.77,4249.330798,234.06,11107.223676
06/19/2017,192.71,145.630947,224.23,35137.536113,235.44,11165.483016,235.6,4282.59544,235.65,11182.67649
06/20/2017,192.68,145.608276,224.24,35139.103144,235.6,11173.07084,234.6,4264.41804,235.83,11191.218318
06/21/2017,193.07,145.902999,224.14,35123.432834,235.15,11151.730085,233.66,4247.331284,235.39,11170.338294
06/22/2017,192.96,145.819872,224.24,35139.103144,234.92,11140.822588,231.6,4209.88584,235.46,11173.660116
06/23/2017,192.81,145.706517,223.15,34968.296765,233.33,11065.418587,229.58,4173.167492,234.14,11111.020044
06/26/2017,192.82,145.714074,,0,,0,,0,,0
06/27/2017,192.93,145.797201,221.86,34766.149766,231.79,10992.385781,227.84,4141.538816,232.71,11043.159966
06/28/2017,192.63,145.570491,220.97,34626.684007,231.45,10976.261655,227.62,4137.539788,232.12,11015.161752
06/29/2017,192.69,145.615833,221.3,34678.39603,231.94,10999.499366,228.74,4157.898476,232.54,11035.092684
06/30/2017,192.47,145.449579,221.79,34755.180549,232.58,11029.850662,230.62,4192.071988,233.09,11061.192714
07/03/2017,191.72,144.882804,223.94,35092.092214,235.08,11148.410412,233.85,4250.78499,235.41,11171.287386
07/04/2017,192.03,145.117071,223.86,35079.555966,234.93,11141.296827,232.87,4232.971138,235.31,11166.541926
07/05/2017,192.26,145.290882,224.12,35120.298772,235.78,11181.607142,233.47,4243.877578,235.86,11192.641956
07/06/2017,192.46,145.442022,225.12,35277.001872,236.73,11226.659847,234.91,4270.053034,236.78,11236.300188
07/07/2017,192.46,145.442022,225.06,35267.599686,236.58,11219.546262,234.18,4256.783532,236.62,11228.707452
07/10/2017,192.73,145.646061,227.61,35667.192591,239.16,11341.899924,236.77,4303.862998,239.24,11353.038504
07/11/2017,193.01,145.857657,227.84,35703.234304,239.09,11338.580251,236.14,4292.411236,239.51,11365.851246
07/12/2017,193.18,145.986126,228.25,35767.482575,240.09,11386.004151,237.25,4312.58815,240.25,11400.96765
07/13/2017,193.26,146.046582,230.12,36060.517372,241.97,11475.161083,239.7,4357.12278,242.17,11492.080482
07/14/2017,193.16,145.971012,230.18,36069.919558,242.09,11480.851951,239.62,4355.668588,242.26,11496.351396
07/17/2017,193.27,146.054139,230.58,36132.600798,242.81,11514.997159,238.48,4334.946352,243,11531.4678
07/18/2017,193.37,146.129709,227.97,35723.605707,240.68,11413.984252,233.07,4236.606618,240.71,11422.796766
07/19/2017,193.51,146.235507,229.73,35999.403163,242.74,11511.677486,235.45,4279.86883,242.58,11511.536868
07/20/2017,193.59,146.295963,229.41,35949.258171,242.08,11480.377712,235.89,4287.866886,242.08,11487.809568
07/21/2017,193.93,146.552901,230.31,36090.290961,242.94,11521.162266,235.37,4278.414638,243.09,11535.738714
07/24/2017,194.32,146.847624,231.91,36341.015921,244.15,11578.545185,235.69,4284.231406,244.44,11599.802424
07/25/2017,194.13,146.704041,231.78,36320.644518,244.35,11588.029965,235.42,4279.323508,244.41,11598.378786
07/26/2017,194.08,146.666256,232.9,36496.15199,245.53,11643.990167,235.88,4287.685112,245.88,11668.137048
07/27/2017,194.32,146.847624,232.9,36496.15199,245.5,11642.56745,234.96,4270.961904,246.09,11678.102514
07/28/2017,194.15,146.719155,232.38,36414.666378,245.48,11641.618972,233.74,4248.785476,245.75,11661.96795
07/31/2017,194.14,146.711598,233.86,36646.586966,246.89,11708.486671,236.19,4293.320106,247.13,11727.455298
08/01/2017,194.34,146.862738,234.29,36713.969299,247.66,11745.003074,236.48,4298.591552,247.93,11765.418978
08/02/2017,194.16,146.726712,233.58,36602.710098,246.94,11710.857866,235.85,4287.13979,247.23,11732.200758
08/03/2017,194.87,147.263259,231.87,36334.747797,245.68,11651.103752,234.33,4259.510142,245.83,11665.764318
08/04/2017,194.97,147.338829,232.5,36433.47075,247.21,11723.662319,237.78,4322.222172,247.29,11735.048034
08/07/2017,195,147.3615,232.12,36373.923572,247.64,11744.054596,239.09,4346.034566,247.13,11727.455298
08/08/2017,195.01,147.369057,230.26,36082.455806,245.45,11640.196255,235.46,4280.050604,245.05,11628.74973
08/09/2017,195,147.3615,228.7,35837.99897,243.33,11539.657587,233.91,4251.875634,243.22,11541.907812
08/10/2017,194.67,147.112119,226.78,35537.129018,240.36,11398.808604,230.02,4181.165548,240.97,11435.134962
08/11/2017,195.07,147.414399,224.63,35200.217353,238.3,11301.11537,227.65,4138.08511,238.79,11331.683934
08/14/2017,195,147.3615,226.32,35465.045592,240.77,11418.252403,229.92,4179.347808,240.72,11423.271312
08/15/2017,194.9,147.28593,,0,,0,,0,,0
08/16/2017,194.9,147.28593,228.64,35828.596784,243.28,11537.286392,231.6,4209.88584,243.1,11536.21326
08/17/2017,194.86,147.255702,228.81,35855.236311,243.36,11541.080304,233.11,4237.333714,243.33,11547.127818
08/18/2017,195.01,147.369057,226.87,35551.232297,241.94,11473.738366,233,4235.3342,241.76,11472.624096
08/21/2017,195.22,147.527754,224.95,35250.362345,239.61,11363.240679,230.67,4192.980858,239.76,11377.714896
08/22/2017,195.22,147.527754,225.19,35287.971089,239.7,11367.50883,230.64,4192.435536,240.02,11390.053092
08/23/2017,194.83,147.233031,227.18,35599.810258,242.01,11477.058039,232.2,4220.79228,242.14,11490.656844
08/24/2017,194.92,147.301044,227.45,35642.120095,242.5,11500.29575,232.83,4232.244042,242.36,11501.096856
08/25/2017,194.72,147.149904,,0,,0,,0,,0
08/28/2017,194.85,147.248145,228.57,35817.627567,244.09,11575.699751,234.2,4257.14708,243.9,11574.17694
08/29/2017,194.89,147.278373,225.96,35408.632476,241.25,11441.015875,231.29,4204.250846,241.03,11437.982238
08/30/2017,195.13,147.459741,227.82,35700.100242,243.74,11559.101386,233.65,4247.14951,243.24,11542.856904
08/31/2017,195.05,147.399285,228.42,35794.122102,244.35,11588.029965,233.97,4252.966278,243.93,11575.600578
09/01/2017,195.49,147.731793,229.59,35977.464729,245.97,11664.856683,235.33,4277.687542,245.32,11641.562472
09/04/2017,195.31,147.595767,228.22,35762.781482,244.26,11583.761814,233.8,4249.87612,243.73,11566.109658
09/05/2017,195.47,147.716679,228.99,35883.442869,245.36,11635.928104,234.52,4262.963848,244.81,11617.360626
09/06/2017,195.63,147.837591,227.93,35717.337583,244.74,11606.525286,232.74,4230.608076,243.97,11577.498762
09/07/2017,195.44,147.694008,227.98,35725.172738,245.5,11642.56745,233.98,4253.148052,244.55,11605.02243
09/08/2017,195.53,147.762021,228.15,35751.812265,245.27,11631.659953,234.07,4254.784018,244.51,11603.124246
09/11/2017,195.49,147.731793,229.61,35980.598791,247.17,11721.765363,237.54,4317.859596,246.39,11692.338894
09/12/2017,195.46,147.709122,231.6,36292.43796,249.3,11822.77827,239.76,4358.213424,248.33,11784.400818
09/13/2017,195.47,147.716679,231.8,36323.77858,248.88,11802.860232,237.37,4314.769438,248.01,11769.215346
09/14/2017,195.46,147.709122,232.2,36386.45982,249.36,11825.623704,237.28,4313.133472,248.29,11782.502634
09/15/2017,195.32,147.603324,232.42,36420.934502,249.23,11819.458597,236.84,4305.135416,248.32,11783.926272
09/18/2017,195.3,147.58821,233.54,36596.441974,250.71,11889.645969,238.23,4330.402002,249.9,11858.90454
09/19/2017,195.25,147.550425,233.39,36572.936509,250.79,11893.439881,238.1,4328.03894,249.89,11858.429994
09/20/2017,195.28,147.573096,233.37,36569.802447,250.55,11882.058145,238.62,4337.491188,249.67,11847.989982
09/21/2017,194.99,147.353943,233.17,36538.461827,249.78,11845.541742,236.99,4307.862026,249.17,11824.262682
09/22/2017,194.74,147.165018,229.95,36033.877845,245.43,11639.247777,232.13,4219.519862,245.42,11646.307932
09/25/2017,195.01,147.369057,227.82,35700.100242,243.04,11525.904656,229.87,4178.438938,243.05,11533.84053
09/26/2017,194.86,147.255702,227.62,35668.759622,243.07,11527.327373,230.62,4192.071988,242.91,11527.196886
09/27/2017,194.97,147.338829,224.45,35172.010795,239.54,11359.921006,227.08,4127.723992,239.68,11373.918528
09/28/2017,194.95,147.323715,225.34,35311.476554,240.42,11401.654038,228.46,4152.808804,240.46,11410.933116
09/29/2017,195.26,147.557982,225.35,35313.043585,241.14,11435.799246,229.74,4176.075876,240.85,11429.44041
10/02/2017,195.11,147.444627,,0,,0,,0,,0
10/03/2017,195.43,147.686451,226.88,35552.799328,243.11,11529.224329,230.46,4189.163604,242.81,11522.451426
10/04/2017,195.53,147.762021,228.14,35750.245234,244.34,11587.555726,231.93,4215.884382,244.16,11586.515136
10/05/2017,194.82,147.225474,227.57,35660.924467,243.98,11570.483122,230.88,4196.798112,243.56,11558.042376
10/06/2017,194.59,147.051663,229.17,35911.649427,246.12,11671.970268,234.06,4254.602244,245.53,11651.527938
10/09/2017,194.71,147.142347,229.4,35947.69114,246.47,11688.568633,233.11,4237.333714,245.96,11671.933416
10/10/2017,194.65,147.097005,229.96,36035.444876,247.17,11721.765363,233.66,4247.331284,246.51,11698.033446
10/11/2017,194.75,147.172575,229.31,35933.587861,246.27,11679.083853,233.24,4239.696776,245.68,11658.646128
10/12/2017,194.84,147.240588,231.82,36326.912642,248.94,11805.705666,235.28,4276.778672,248.3,11782.97718
10/13/2017,195.08,147.421956,233.62,36608.978222,250.5,11879.68695,235.34,4277.869316,250.1,11868.39546
10/16/2017,195.19,147.505083,235.07,36836.197717,251.87,11944.657693,235.93,4288.593982,251.54,11936.730084
